geo;TIME_PERIOD;OBS_VALUE;DATAFLOW;LAST UPDATE;freq;unit;tra_meas;schedule;tra_cov;OBS_FLAG
MT;2018;17677.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
MT;2019;12209.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
MT;2020;13444.2;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
MT;2021;15998;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2011;1614894.7;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2012;1563499.7;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2013;1620037.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2014;1727454.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2015;1712031.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2016;1831791.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2017;1865105.5;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2018;1840418.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2019;1703556.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2020;1591388.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NL;2021;1807924.4;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2011;65742;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2012;78420;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2013;106722;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2014;116390;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2015;127698;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2016;127745;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2017;169295;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2018;174840;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2019;187379;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2020;176298;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2021;194435;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
NO;2022;173035;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2011;68485;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2012;74831;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2013;77559.9;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2014;84386.2;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2015;92690;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2016;107880.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2017;121303.2;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2018;134673.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2019;143109.5;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2020;111278.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PL;2021;143385;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2011;121465;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2012;117645;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2013;126612;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2014;134982;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2015;133416;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2016;136578;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2017;164732;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2018;173493;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2019;194214;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2020;133074.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
PT;2021;174997.5;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2011;26156;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2012;28523;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2013;30605;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2014;31113;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2015;33399;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2016;37456;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2017;41692;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2018;45310;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2019;44217;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2020;38769;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RO;2021;39033;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2016;9914;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2017;22350;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2018;27375.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2019;22659.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2020;16751.7;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
RS;2021;14847.9;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2011;164618;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2012;141365;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2013;130405;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2014;141887;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2015;146287;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2016;147214;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2017;159129.9;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2018;158632.4;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2019;162743.4;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2020;132083;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SE;2021;154596.2;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2011;6877;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2012;7572;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2013;7969;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2014;8563;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2015;8891;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2016;8970;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2017;12024.5;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2018;12337.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2019;11357.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2020;10552.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SI;2021;11381.5;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2011;20542;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2012;20893;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2013;20588;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2014;18498;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2015;21216;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2016;23028;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2017;27188.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2018;24564.8;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2019;20525.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2020;24772.1;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
SK;2021;19644.2;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2011;2419717.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2012;2428374.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2013;2369878.6;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2014;2406673;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2015;2405225;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2016;2511011;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2017;2738784;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2018;2748539;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
UK;2019;2650232.3;ESTAT:TTR00011(1.0);13.02.2023 23:00;A;T;FRM_LD_NLD;TOT;TOTAL;
